,question,answer
28913,جهانگرد و توریست,سیاح
28919,نام قدیم میانه,میانج
28927,پایتخت ونزوئلا,کاراکاس
28936,کسی که به نطق کردن اشراف دارد,صاحب سخن
28938,پیامبر,رسول
28939,از خوراک چهارپایان,یونجه
28941,بیش از حد نیاز,اضافی
28942,اهل شبه‌قاره,هندو
28969,صدمتر مربع,ار
28976,عنوان تعدادی از پادشاهان ترک,ابازه
28980,گذرنامه,پاسپورت
28985,به اتفاق,باهم
29002,رد پا,ایز
29003,پایتخت پاکستان,اسلام آباد
29008,حمله هوایی,بمباران
29013,کنایه از مردن و درگذشتن,رخت بربستن
29028,سرایت بیماری,شیوع
29033,شخصی که مقالات و اخبار روزنامه یا مجله زیر نظر او تهیه و تنظیم شود.,سردبیر
29044,از کوه های کرمان,شاه سواران
29052,پدر حضرت یوسف(ع),یعقوب
29062,کمربند سربازی,فانوسقه
29076,سرماخوردن,چاییدن
29080,کشوری آسیایی,اندونزی
29081,ذاتی و طبیعی,فطری
29082,نشانه، علامت,شعار
29085,وسیله ای برای ریختن مایعات,قطره چکان
29094,زندگی کردن,زیستن
29095,فیلمی به کارگردانی کارول رید,قرعه جدید
29096,طویل,دراز
29104,نشانه‌ای در ریاضیات,ضربدر
29107,لبریز و پر,سرشار
29108,صلیب,چلیپا
29109,ممتاز و برگزیده,سرامد
29113,سبب و باعث,انگیزه
29117,هویدا,واضح
29119,نیرو,قدرت
29121,درماندگی و عجز,بیچارگی
29128,سم,زهر
29132,توانا,قادر
29134,از شعب دین مسیحیت,ارتودکس
29140,تفسیر کننده,شارح
29142,واحد جرم,اسلاگ
29143,پایتخت دولت غزنویان,غزنین
29144,حیوان استرالیایی,کوالا
29147,صد سال,قرن
29151,تأدیب,ادب کردن
29152,نتیجه,دستاورد
29153,رفت و آمد,آمد و شد
29154,نام اولین پادشاه از سلسله کیانی,کیقباد
29156,یکی از عجایب هفتگانه قدیم جهان,غول رودس
29161,تپه‌ تاریخی نقده,حسنلو
29166,ناخدا,کشتیبان
29169,کشوری اروپایی,ایرلند
29170,از غذاهای پرطرفدار ایرانی,چلوکباب
29174,دوست خاموش!,کتاب
29179,نوعی پارچه,مخمل
29187,آخرش ته چاه است,چاه کن
29188,ماه پنجم سال‌  شمسی,مرداد
29190,سرشت و طینت,خمیره
29197,پارچه پشم‌شتر,برک
29203,قصد و عزم,اراده
29208,چیزی را با آب پاک ساختن,شستن
29218,دو نفر که در یک روز به دنیا آمده باشند,همزاد
29226,نوعی ترشی,سیرترشی
29227,از شهرهای استان‌ کرمان,کیانشهر
29231,گوشه نشین,منزوی
29236,از گیاهان دارویی,علف لیمو
29238,بسته‌شدن بعضی‌رگ‌ها,سکته
29244,تعمیرکار کفش,پینه دوز
29247,استراحت بین دو پرده نمایش,انتراکت
29262,براندازی حکومت از طریق عملیات نظامی,کودتا
29264,شهری در استان ایلام,مهران
29266,این جهان,آرمانسرا
29269,میوه ریز و شیرین,توت
29270,پیچ و خم پیدا کردن,تاب خوردن
29272,پرده سینما,اکران
29276,از نام های شهر مدینه,مدخل صدق
29277,چهره آرایی در فیلم,گریم
29278,از ضمایر,ما
29281,یکی از نشانه‌های جمع فارسی,ها
29285,عروس آذری,گلین
29290,متعفن و گندیده,بد بو
29292,از بازیگران فقید,رضا ژیان
29300,اثري از ژان پل سارتر,مگس ها
29301,نوشیدن,گلو تر کردن
29303,تپش قلب,ضربان
29309,یار داستانی منیژه,بیژن
29316,فیلمی از بهرام بیضایی,قالی سخنگو
29332,جای نشستن,نشیمن
29333,عامه مردم,رعیت
29338,هزارپا,حریش
29344,مکافات,کیفر
29345,جدا از هم,مجزا
29350,دارای بو یا مزه بد بر اثر تخمیر شدن,گندیده
29351,خلیجی در آسیای‌شرقی,تونکین
29353,وسیله سنجش باد,بادسنج
29356,لقب ضحاک,ماردوش
29363,لغو شده,منحل
29364,سالخورده,پیر
29372,شفاعت ‌کننده,شافع
29375,درجات,مراتب
29388,مفتخر,سربلند
29389,وسیله‌ اندازه ‌گیری دما,دماسنج
29390,غمگین,تاریک دل
29401,تهمت زدن,اتهام
29412,زود رنج و نازک نارنجی,نازنازی
29419,آشکار کردن,ابانت
29420,لولای پا,زانو
29422,سریالی از ابراهیم حاتمی کیا,حلقه سبز
29425,آزادگان,احرار
29430,سُر دادن,لغزاندن
29431,بداقبالی پیاپی,بدبیاری
29433,یاری کننده,فریاد رس
29441,علاقه و ارتباط,وابستگی
29446,مالک,دارنده
29453,بچه بازیگوش,تخس
29455,از بازیگران سریال مطرب,شاکردوست
29456,جنگ داریوش سوم و اسکندر مقدونی,ایسوس
29464,وسیله قهوه‌خوری,فنجان
29465,عجز و ناتوانی,درماندگی
29470,یار مهربان,دوستدار
29471,صاحب کار,کارفرما
29477,بنای تاریخی شهر مراغه,برج مدور
29489,از آثار تاریخی اهواز,سرای عجم
29499,وجود ندارد,نیست
29505,دعا به درگاه‌خدا,نیایش
29507,عضو بینایی,چشم
29509,مشابهت,مانایی
29515,شرمندگی از قصور,روسیاهی
29517,زمین پرچمن,چمنزار
29518,موشک زمین به زمین,کاتیوشا
29525,میدانی در تهران,شمشیری
29528,خنده از روی‌ تمسخر,ریشخند
29530,زور,جبر
29533,رنگ سفید مات,شیری
29534,شجاعت و دلیری,شهامت
29539,از لوازم آرایش,رژ
29540,پیش و جلو,نزد
29541,درون حاشیه,متن
29542,پیوند دادن,جوشدادن
29544,برنج,رز
29547,یار مرد,زن
29548,عنصر شیمیایی فلزی,لیتیم
29551,ازت,نیتروژن
29553,فیلمی از وسلی راگلز,سیمارون
29564,سده ها,قرون
29569,بازارها,اسواق
29570,گردن نهادن,تسلیم
29571,شهری در استان‌فارس,نیریز
29582,دریاچه ای در ترکیه,تورگل
29583,از جزایر یونان,کورفو
29584,کارگردان فیلم کوهستان بروکبک,انگلی
29587,از وسایل نوشتن,خودنویس
29602,شخصیتی در شاهنامه,سیامک
29603,کار یکسان,روتین
29616,رهایی,رستگی
29617,آب طلا کاری,تذهیب
29621,نوعی ورزش با گوی و چوگان,گلف
29638,کشور هفتاد و دو ملت,هندوستان
29640,ذات و نهاد,جوهره
29643,ادا کردن,گزاردن
29649,یک بازی رمزگشایی,فکربکر
29652,از شهرهای استان کرمانشاه,روانسر
29654,زمین را خالی‌کردن,وا دادن
29660,خوشحال و شاد,شادان
29662,هموار و مسطح,صاف
29667,لقب اروپایی,لرد
29668,کج شده,خمیده
29671,وسیله وزن کردن اجسام,ترازو
29672,خاطر و حافظه,یاد
29673,پخش و توزیع,نشر
29674,آسیب و صدمه,خدشه
29675,واحد وزن قدیمی معادل 12 کیلوگرم,ری
29676,می کِشند و خبردار می شوند,بو
29677,بخش اصلی یک نوشته,متن
29678,ترسناک و سهمگین,مهیب
29681,مرده شوی,غسال
29684,همسر زن,شوی
29686,پزشک و طبیب,دکتر
29688,زدنی پُر چانه ها,ور
29690,فرمانده بدن,مخ
29691,ستاره و کوکب,اختر
29692,آسیب رساندن,صدمه زدن
29693,از واحدهای پولی زمان قاجاریه,شاهی
29700,شعله آتش,الو
29701,ریختن پول به حساب,واریز
29703,پارچه ای گرانبها,دیبا
29704,نی لبک,توتک
29706,معادل فارسی میکروفرم,ریزفیلم
29711,واحد پول سابق‌اسپانیا,پزوتا
29712,برابر فارسی آن کشویی است,دراور
29724,گل یا گیاهی برای تسکین اعصاب,گاوزبان
29727,از کشورهای آمریکای مرکزی,ترینیداد و توباگو
29733,زیبا رو,ماه رو
29734,قسمتی از تریلی,کفی
29735,از محلات جنوبي تهران,زورآباد
29738,رفاقت,دوستی
29740,شیرینی,حلاوت
29742,آسیب‌ها,آفات
29743,بازیگر خانم کلبه عموپورنگ,کمند امیرسلیمانی
29744,برنده اسکار 1989 برای فیلم رنگ پول,پلنیومن
29766,احرار,آزادگان
29767,بقعه ای در دامغان,پیرعلمدار
29768,اثری از جبران خلیل جبران,بادها
29769,شهري در فرانسه,لومان
29770,فیلمی به کارگردانی مهرشاد کارخانی,ریسمان باز
29776,اثر آرتور شنیتسلر,بیاتریس
29777,مقابل ضرر,سود
29782,از آثار تاریخی سنندج,مشیردیوان
29785,اکتساب,به دست کردن
29786,شهر آرامگاه عطار نیشابوری,نیشابور
29789,پرنده‌ای شکاری,هیلا
29792,عطار  در یکی از بخش های تربت حیدریه امروزی به دنیا آمد,کدکن
29793,از سازمان‌های جاسوسی دنیا,موساد
29794,قطعه ای فلزی که در یا پنجره را به چهارچوبه وصل کند,لولا
29796,پرستاری,حضانت
29803,دوست بی‌ریا و صمیمی,مخلص
29809,یکی دیگر از آثار عطار نیشابوری,پندنامه
29810,یکی از آثار عطار نیشابوری,نزهه الحجاب
29816,موافق و مناسب طبع,ملایم
29820,از آثار دیگر شیخ عطّار نیشابوری,سی فصل
29823,از نام‌های قرآن,تبیان
29825,کشاورز,ورزکار
29828,جنگجو,رزمنده
29829,مثنوی عرفانی منسوب به شیح فریدالدین ابوحامد محمدبن ابوبکر عطار نیشابوری,بلبل نامه
29830,فصل سرما,زمستان
29831,پشت دادن به چیزی,تکیه
29832,بله بی ادبانه,هان
29833,شهرت,نام آوری
29835,عداوت و دشمنی,کینه
29836,خانه ساحلی,ویلا
29841,فهرست اشتهاآور,منو
29843,شماره و نمره,عدد
29844,تخته رنگ نقاش,پالت
29845,امیر سپاه,فرمانده
29850,از اعضای تنفسی,نای
29854,نمایش غم انگیز,درام
29856,نژاد و دودمان,منسب
29859,رکاب و تسمه,دوال
29860,جنگجوی ماهر,رزم آرا
29861,سم و شرنگ,زهر
29864,گرما و حرارت,تفس
29871,داخل شدن,دخول
29873,همان لحظه,اندم
29874,سخن در گوشی,نجوا
29876,به نرمی رفتار کردن,مدارا
29877,مباهات و غرور,فخر
29878,محصول درخت,میوه
29879,مژده و بشارت,نوید
29881,ماشین جنگی,تانک
29885,مظهر زیبایی,ماه
29886,شاطر,نانوا
29888,پوشاک گشاد و بی آستین,شنل
29889,قشلاق,گرمسیر
29890,خواب مصنوعی,هیپنوتیزم
29891,مار بزرگ بی زهر,بوا
29892,از آلات موسیقی,کنترباس
29897,واژه ای در تبلیغات که مترادف تبلیغ شدید هر فیلم است,هیپ
29907,اصطلاحی در فیلم,سکانس
29921,ترکیده,پکیده
29924,پایه بسیار استوار,رکن رکین
29929,از زبان‌های برنامه‌نویسی,الگول
29930,از فروع دین‌اسلام,تبری
29932,کارگردان فیلم ارتش تاریکی,سام ریمی
29933,فیلمی از ‌رحمان ‌رضایی,اتانازی
29939,اهلی و دست آموز,رام
29941,ایالتی در جنوب کشور هند,کرالا
29942,فیلمی از ویتوریو دسیکا,شب اول
