,text
14206,آفتاب معادل خورشید است.
14207,پراکنده شده، متفرق است.
14208,پارتیشن معادل دیوارک است.
14209,سری مجموع یک دنباله‌ از گزاره‌ها است.
14210,نویسنده آلمانی بود که در سال ۱۹۲۹ برنده جایزه نوبل ادبیات شد، مان است.
14211,مادری اولین فیلم سینمایی رقیه توکلی در مقام کارگردانی است.
14212,نو معادل جدید است.
14213,آر هجدهمین حرف از حروف الفبای لاتین است.
14214,شرفیابی به خدمت بزرگی رسیدن است.
14215,پیوستگی معادل ارتباط است.
14216,نا بوی رطوبت است.
14217,قنبرک گرد نشستن است.
14218,یا حرف توفیر است.
14219,کوفه مرکز خلافت حضرت علی (ع) است.
14220,ترگ معادل کلاهخود است.
14221,او فیلمی به کارگردانی و نویسندگی اسپایک جونز است.
14222,آهن ربا جسمی است که میدان مغناطیسی ایجاد می‌کند.
14223,گریت بیر دریاچه‌ای در کانادا است.
14224,هرودت مورخ یونان باستان است.
14225,کزاد جامه کهنه و پاره است.
14226,عمیق معادل ژرف و گود است.
14227,اشیر از پسران حضرت یعقوب (ع) است.
14228,جماهیر جمع جمهور است.
14229,زمین شناس معادل فارسی ژئولوژیست است.
14230,یک مردابی سریالی از ‌محسن شاه‌محمدی است.
14231,تنگستن عنصر شماره ۷۴ اتمی است.
14232,قره‌چای از رودهای استان‌مرکزی است.
14233,صلح جویی معادل فارسی پاسیفیسم است.
14234,آمد معادل شگون است.
14235,سامیه لک بازیگر خانم سریال مرگ تدریجی یک رویا است.
14236,بیداردل معادل خبردار و آگاه است.
14237,کتابدار در کتابخانه کار می‌کند.
14238,کبک پرنده مقلد است.
14239,کالای بسته بندی نشده، فله است.
14240,آوا دارویت از بازیگران فیلم تمرینی برای اجرا است.
14241,تحریک برانگیختن؛ وادار کردن است.
14242,واتیکان کشوری مستقل در شمال شرقی شهر رم است.
14243,میمون قلعه از آثار تاریخی استان قزوین است.
14244,دهکده معادل آبادی و روستا است.
14245,دورو معادل ریاکار و منافق است.
14246,بستان معادل باغ و گلستان است.
14247,یوم روز قرآنی است.
14248,جشن معادل سور و مهمانی است.
14249,الهام معادل در دل افتادن است.
14250,شبی که در آنیم، امشب است.
14251,تسبیحات معادل اذکار و اوراد است.
14252,تماشا معادل دیدن است.
14253,لبن شیر خوردنی است.
14254,یونجه خوراک دام است.
14255,سر راز و امر پوشیده است.
14256,شامی نوعی از کباب است.
14257,درمانده معادل عاجز و ناتوان است.
14258,رضوی منسوب به امام‌رضا (ع) است.
14259,گجت ابزارک الکترونیکی است.
14260,کله گنده شخص مقتدر و بانفوذ است.
14261,شبدر قرمز از گیاهان دارویی است.
14262,چنگک از ابزار باغبانی است.
14263,زراعت شده، کاشته است.
14264,تسنیم چشمه‌اى در بهشت است.
14265,گزن ابزار بریدن چرم است.
14266,گردن کلفت مجازا زورگو و نیرومند است.
14267,قلعه سیبه اثر تاریخی شهر بستک است.
14268,لوده معادل خوش‌طبع است.
14269,ساردنی جزیره ایتالیا است.
14270,پادزهر معادل تریاق است.
14271,راگو یک‌خوراک فرانسوی است.
14272,سبزه میدان میدان قدیمی‌ رشت است.
14273,وکیل نماینده حقوقی است.
14274,تمعد‌تر و تازگی خرما است.
14275,واکنش عکس العمل است.
14276,مونته‌نگرو کشوری در اروپا است.
14277,مسلک معادل مرام است.
14278,من خودم، اینجانب است.
14279,هد ضربه سر در فوتبال، ضربه سر در فوتبال است.
14280,سندل کفش چوبی است.
14281,یولاف نوعی گیاه علوفه است.
14282,جایگاه مخصوص که پادشاهان بر آن می‌نشینند، تختاست.
14283,اندرونی حرمسرای قصر است.
14284,باختن شکست خوردن در بازی است.
14285,کارون پرآب‌ترین رود ایران است.
14286,سمایی معادل آسمانی است.
14287,استخفاف خوار و سبک شمردن است.
14288,کاخ مرمر اثر تاریخی تهران است.
14289,افسنطین از گیاهان دارویی است.
14290,نردبان پلکان چوبی است.
14291,ساسانی نوعی سبک معماری است.
14292,خطی نسخه دست نویس است.
14293,آدونیس از اساطیر یونانی است.
14294,فرسایش ازمیان رفتگی و ساییدگی است.
14295,زینت معادل آرایش است.
14296,چشمه برم اثر دیدنی لردگان است.
14297,عاشق معادل دلداده است.
14298,اخلف چپ دست است.
14299,مهر ماه بازگشایی مدارس است.
14300,خیابانی از گزارشگران ورزشی سیما است.
14301,چهار زانو نوعی حالت نشستن است.
14302,خالی بندی دروغ گفتن است.
14303,مشک بوی خوب زیر شکم آهو است.
14304,سلب جدا کردن وکندن است.
14305,ابتلا دچار گشتن است.
14306,اعرف معادل معروفتر است.
14307,مشتق گرفته شده از چیزی است.
14308,نگاهداری معادل محافظت و حراست است.
14309,ناقص عقل کم خرد است.
14310,سربازی معادل سپاهیگری است.
14311,آمار شاخه‌ای از ریاضی است.
14312,سرنوشت معادل قضا است.
14313,طعنه زدن کنایه زدن است.
14314,نسوان معادل زنان است.
14315,آرد گندم سوده است.
14316,وسع معادل توانگری است.
14317,قبور معادل مزارها است.
14318,صادقانه از روی راستی است.
14319,تموز تابستان عرب است.
14320,قیس نام مجنون است.
14321,کارتن جعبه مقوایی است.
14322,قابل معادل شایسته است.
14323,آنتن گیرنده ‌امواج رادیویی است.
14324,نمسه نام قدیم اتریش است.
14325,ربکا از فیلم‌های آلفرد هیچکاک است.
14326,سبقت پیشی گرفتن است.
14327,کراوات دستمال گردن است.
14328,ناامنی معادل اغتشاش است.
14329,لهجه معادل گویش است.
14330,مارکا واحد پول فنلاند است.
14331,ماکت نمونه کوچکی از خانه یا ساختمان است.
14332,زبان زد معادل مشهور و سرشناس است.
14333,غرق آباد از شهرهای استان مرکزی است.
14334,زکام سرما خوردگی است.
14335,ماشین پنبه پاک کنی، جین است.
14336,وزش معادل وزیدن است.
14337,غماز بسیار سخن چین است.
14338,جذابیت معادل دلربایی و زیبایی است.
14339,برمه نام قدیم میانمار است.
14340,کنده تنه درخت است.
14341,زیر هشت سریالی از سیروس مقدم است.
14342,دارواش از گیاهان دارویی است.
14343,اکر معادل جریب است.
14344,همای علی ای …. رحمت است.
14345,ممنوع را غدغن گویند.
14346,کوس طبل بزرگ است.
